gene,pvalue
ITSN1,0.70116585
CDKL4,0.70115256
ZNF614,0.7011485
THY1,0.70114636
IL27,0.70109546
GPX7,0.7010577
PIAS4,0.70104426
DHX35,0.7010357
MYH13,0.70101595
TRIM71,0.7010123
CD48,0.70101213
GBP7,0.70098704
CTSO,0.700977
ZNF254,0.7009535
SEPSECS,0.70091313
SIGLECL1,0.70090455
ST6GALNAC5,0.70089716
FUT9,0.70088243
VTI1A,0.70085037
SNRNP25,0.7008185
TRIM68,0.7007942
ACBD6,0.70078707
APOC2,0.7006947
WDR12,0.7006833
AK4,0.7006759
ADSL,0.70066845
ZNF324,0.7006635
KIF21B,0.7006388
ZNF648,0.700631
HCN3,0.7006203
ST8SIA1,0.7006105
IFI35,0.7005925
THOC3,0.7005805
PEX11B,0.70057505
SUCNR1,0.7005601
ACSS1,0.70055836
ELP5,0.700551
TNFRSF19,0.7005458
IQCB1,0.7005431
SERPINB10,0.70053375
ZNF404,0.70051825
MRPS28,0.7005145
PTN,0.7004888
TAGAP,0.70047903
PDSS2,0.70047206
GLE1,0.7004657
BFSP2,0.70046425
ECD,0.7004251
DPM2,0.7004187
EIF4H,0.7003609
HIST1H3E,0.70035815
APLNR,0.7003486
COPS8,0.7003433
PHYH,0.7003395
KRTAP21-2,0.7003323
SPATA2,0.7003257
LDHAL6A,0.7002944
GEMIN6,0.7002794
KCNJ10,0.7002784
CLDN16,0.7002756
GPR25,0.7002744
PECR,0.70022357
TFPI,0.70021
APIP,0.7002093
SPATA13,0.7002069
FBXL12,0.70018095
GALNT16,0.7001516
SLAIN2,0.70014876
BRIX1,0.70012176
ZFP37,0.7001145
IL1RN,0.70007515
MKS1,0.7000723
ERP27,0.7000696
HERC3,0.7000596
RBP2,0.70005625
ROBO2,0.7000549
ASGR2,0.70005405
COLEC12,0.70003855
TAS1R3,0.7000294
CXCR6,0.700024
C4B,0.7000011
NID2,0.69998026
GNAT1,0.6999377
CHRNA4,0.6999295
CFHR5,0.6999233
COX4I2,0.6999163
WASHC5,0.6999094
SERPINB7,0.6998824
MED20,0.69984263
TRIM55,0.6998148
ZMAT5,0.69978464
PTPRF,0.6997721
SLC38A3,0.69977
MSR1,0.69976866
SEMA4B,0.6997553
DCAF10,0.69974965
ZNF114,0.69974554
THEM4,0.6997422
ZNF555,0.69973004
TNFRSF9,0.6997074
PTPN12,0.6996884
KDELR2,0.6996751
SYN1,0.69965905
TAGLN2,0.699655
JAM3,0.6996318
MMP1,0.69962806
CLEC10A,0.6996107
FNIP2,0.6995725
GPR45,0.6995634
IP6K2,0.6995555
PHB2,0.6995547
ZNF93,0.6995263
COX6B1,0.69952106
BBOX1,0.69945896
SLC2A2,0.6994519
ABCB9,0.6994448
NKX6-1,0.6994357
ADRA2B,0.69940364
MRPS23,0.69939005
ABAT,0.6993867
ULBP3,0.69938123
GPHN,0.6993774
CLDN14,0.6993701
AKR7A3,0.69932437
CDH15,0.6993188
TIGIT,0.6993186
MGST2,0.699304
P2RY8,0.69930327
CYB5R3,0.6993016
CDK20,0.6992988
NLGN2,0.6992986
RALY,0.699283
TSR1,0.69927907
AKR7A2,0.69927406
RGS13,0.69925225
ZBTB3,0.69924134
PLXNC1,0.699217
SLC7A9,0.699197
CPA2,0.69916743
NSL1,0.6991591
TACC3,0.6991391
ALOX12,0.6991247
VKORC1L1,0.6991109
CASKIN1,0.69910496
GP1BB,0.699093
UBN1,0.6990904
DGKH,0.6990723
RASAL3,0.69906175
HOOK2,0.6990413
TWNK,0.6990411
LCA5,0.6990208
LRP2,0.6989981
CASP4,0.69896674
CDKN2C,0.6989624
PKD1L3,0.69896233
LGALS1,0.6989617
HMG20A,0.69892
AGAP1,0.6989002
GABRG1,0.69888246
NSF,0.6988605
BECN2,0.69885874
SLC19A2,0.6988453
PIGB,0.69884324
VEGFD,0.6988369
CWC22,0.6988291
TP73,0.6988007
CPLX4,0.69878876
DSTN,0.69878644
TAPBP,0.6987755
ATP6AP1,0.69873476
TMEM208,0.6986942
ZNF576,0.69866794
CA1,0.6986507
PDPK1,0.6986019
ABCC2,0.69859236
UCHL3,0.6985862
FRG1,0.69858426
FBF1,0.6985663
IL26,0.6985514
TBC1D4,0.69854707
PROKR1,0.69854134
P2RX7,0.6985225
KLRC1,0.69849885
UPP1,0.69848603
ZNF37A,0.69847155
SLC29A1,0.69846725
FLII,0.6984448
HIF1AN,0.6983878
CTSG,0.6983801
CHIA,0.698368
RBM4B,0.6983659
STT3A,0.69836223
MRPL53,0.6983309
PEX11G,0.6983286
SIAH2,0.69832826
SLC11A2,0.69832766
KISS1,0.6983266
ECT2,0.69826555
PNMA1,0.69826525
GREM2,0.6982647
THBS4,0.69825256
SESN1,0.69825095
PLCE1,0.6982477
SNRNP48,0.69824207
FOXB1,0.6982379
REG1A,0.69823784
EAF1,0.69823766
TLR6,0.6982252
KRIT1,0.6982009
B3GALNT2,0.69819355
NRXN1,0.69815505
CYP2J2,0.6980654
ABCA2,0.69803447
FECH,0.6980294
CHRNA1,0.6980004
ESAM,0.6979999
GUK1,0.69798934
JAM2,0.6979777
DCLK3,0.6979615
SLC39A5,0.6979482
HAO2,0.69794285
USP32,0.69792235
ELOVL3,0.69785684
DNASE2B,0.6978352
MMUT,0.69782996
SERPINA12,0.6977875
KCTD5,0.697787
RXFP1,0.6977834
ANO2,0.6977798
AHCTF1,0.6977741
ATP6V1G3,0.6977447
KMT5C,0.6977166
THRAP3,0.6977148
GNAZ,0.69770664
SLC19A3,0.6976963
PA2G4,0.69769305
ITGA11,0.69768065
B4GAT1,0.6976496
NOVA1,0.6976414
UST,0.6976401
DTX4,0.6976385
LAMP3,0.69763374
HAUS4,0.6976243
RRP1B,0.69758576
POLR3E,0.6975678
B3GAT2,0.6975386
RASGRP3,0.6975273
SLC12A2,0.69751036
CDC42SE2,0.6974942
IL15,0.69749296
ATP7A,0.6974551
NT5E,0.69742227
TBPL2,0.6974146
ARSA,0.69738245
MAP3K8,0.6973746
CLDN9,0.6973381
GPC1,0.69729966
KRTAP4-5,0.69726
CLCF1,0.69723034
SSTR5,0.6972072
ALOX5,0.69719946
HIBCH,0.69718045
PRSS3,0.697173
GALNT10,0.69714797
LILRA4,0.6971412
KRTAP10-10,0.697068
ZNF33A,0.6970657
THTPA,0.6970576
LCP2,0.6970452
AGPS,0.6970382
PFN2,0.69703364
NEK6,0.69702595
MAN2A1,0.6970011
FTCD,0.69699275
ZKSCAN8,0.6969883
CERS2,0.69698757
CALCR,0.69696754
IL6R,0.696946
KRT73,0.69693774
AKR1C3,0.69688714
MMADHC,0.6968712
NXF5,0.69685215
CHST6,0.6967424
NLGN4Y,0.69673127
QRSL1,0.6967289
BTBD2,0.69672525
IAPP,0.6967176
AQP9,0.6967163
NAT9,0.69669425
DCAF16,0.6966895
RANBP17,0.69667614
CD7,0.69667214
SPRR2A,0.6966671
MMP10,0.69665694
RAB30,0.69664496
PLA2G6,0.69663733
ATIC,0.69662493
MRPS30,0.6966199
DMRT3,0.69657534
NPDC1,0.69655645
ITGB8,0.69655555
PSPH,0.69653434
KRT33A,0.69651556
SETDB2,0.69648945
OR10H3,0.6964769
LANCL1,0.69647527
LAPTM4B,0.6964628
ALDH18A1,0.69641423
RPGRIP1L,0.6964056
C9orf72,0.6964015
ATP6V0B,0.69639343
AP4E1,0.6963896
PRRC2A,0.6963866
DDX21,0.69637656
RALB,0.69636625
WNK1,0.69634545
CACNA1S,0.6963128
PPIB,0.6963117
HELQ,0.69628084
IL2,0.6962744
ZKSCAN7,0.6962557
UBLCP1,0.69625235
ARG1,0.6962384
MSI2,0.6962347
RRP1,0.69622606
APOA5,0.69619054
DST,0.69617844
UMPS,0.6961739
GH2,0.69615287
FOXO4,0.69613594
LYAR,0.6961329
RAVER2,0.6960985
PMVK,0.69609046
NMB,0.69607127
CLK1,0.69605625
ENPP4,0.6960559
IFNGR2,0.6960449
CERCAM,0.69604063
LPXN,0.69601274
OPLAH,0.69600415
ZNF684,0.69599384
THOC6,0.69596624
NPR1,0.69593966
TMUB1,0.69593585
ADIPOQ,0.69591284
MRPS35,0.69591224
IKZF1,0.69585705
TPK1,0.6958245
MRPL43,0.6958096
SLC16A10,0.6957984
MAK16,0.69578
DSPP,0.6957648
EIF4A2,0.69576085
DIXDC1,0.6957447
COX7A2,0.6956905
CHRNA3,0.69566786
SMARCA5,0.6956452
MT1H,0.6956258
KRTAP19-2,0.69561785
PPP6C,0.6956069
MBOAT2,0.695599
KCNK9,0.6955911
RIMKLA,0.69557637
PAQR7,0.6955737
VWCE,0.69557047
DOCK4,0.69556653
RAB11FIP1,0.6955287
KIR3DL2,0.6955271
CLDN6,0.6955137
TEKT4,0.69550836
ZNF875,0.6954984
NEURL2,0.69546807
CDH5,0.69546664
MAN1A2,0.6954662
ATP1B2,0.695464
MAN1B1,0.69542587
ELOVL2,0.6954045
MOGS,0.695395
TUSC3,0.69534874
KISS1R,0.69533134
COX6A2,0.69530904
UNC13A,0.6953065
PTDSS1,0.69528574
LIPG,0.69524825
ITPR2,0.69522893
LHCGR,0.6951971
B3GNT7,0.6951519
FUT4,0.695131
GUCY2F,0.6951121
APCS,0.69509816
COPB2,0.6950815
CNTNAP1,0.69505394
RPF2,0.69504184
FHL3,0.69503796
ST3GAL6,0.695024
STAP2,0.6950176
SPTBN1,0.6949989
MTF1,0.69499743
KRTAP13-4,0.6949823
FTL,0.6949541
PNRC2,0.69492865
GSTM2,0.69489145
MRPL42,0.6948823
CEP131,0.69486797
PI4K2B,0.6948659
ADAMTSL1,0.6948385
TREM2,0.69482845
B3GALT4,0.69482183
CERS3,0.69481647
RAB8A,0.6947781
KRT74,0.6947384
ABCD4,0.6946778
ZNF264,0.69465256
ACSF3,0.6946427
RPS4Y2,0.69464254
ELOVL4,0.6946382
NHEJ1,0.69460577
GATA1,0.69460195
EIF4ENIF1,0.69459367
DGKE,0.6945901
ZNF629,0.6945797
AKR1A1,0.694579
MFAP1,0.69457495
SLC34A3,0.6945721
TMEM219,0.6945662
MRTO4,0.69451463
MRPS31,0.69449323
PIK3C3,0.69448364
NPFF,0.6944673
OAT,0.6944431
POLR3D,0.6944331
VASP,0.6944241
CAMKV,0.69439435
ZNF556,0.69438946
PTPN22,0.69438565
IKZF3,0.6943829
ANAPC10,0.6943743
CASR,0.6943709
ULBP2,0.69435066
STARD3,0.69432616
ZNF121,0.6943077
CD276,0.6943075
MPV17,0.6942922
ZSCAN12,0.69427836
ZNF674,0.694266
ALG3,0.69424695
EFS,0.6942377
EAPP,0.6942231
APOBEC3F,0.69421744
CLDN23,0.69420207
RGMA,0.69419193
FXR2,0.69415253
RAPGEF3,0.69414973
MPPE1,0.69414634
THAP1,0.6941325
ITGA9,0.694129
INIP,0.69412726
ACSL6,0.69412184
AP3B1,0.6941134
SYNJ1,0.69409025
DDX47,0.69408864
PDXP,0.6940777
WASHC4,0.69407225
FBXO24,0.69403404
TADA2A,0.69401616
MBOAT7,0.69401
FANCE,0.6939752
PMS1,0.6939658
SIN3A,0.69395685
CSN2,0.6939511
SIKE1,0.6939494
RAPGEF1,0.69392395
KIF15,0.6939126
STAU1,0.6939033
ASCC1,0.69390094
RUBCN,0.69389695
FBXW2,0.693882
DHRS4,0.69385093
ST6GAL2,0.6937928
IFNE,0.6937839
NANS,0.69377583
BACE2,0.6937703
LAPTM5,0.69371724
PLA2G4C,0.6937076
OR5F1,0.6937063
COLGALT2,0.6937059
PIGQ,0.6936857
HACD2,0.69367063
NEIL1,0.6936525
EIF4B,0.69365203
CNBP,0.69365036
AMY1B,0.69364
MMS19,0.693635
EEF1D,0.69363165
LRIF1,0.69361794
TNNI1,0.6935929
PTGER3,0.6935884
GNA11,0.69357485
TMOD1,0.69356465
ATF3,0.6935527
JARID2,0.6935289
AMT,0.69352865
MMP14,0.69352436
PRPF38B,0.693509
CSNK1D,0.6935016
RSPO1,0.69349635
TCF12,0.69349086
CEP192,0.69347596
CHST8,0.6934711
IL25,0.693452
HLA-DRB1,0.69344443
ZNF696,0.6934442
SCAF11,0.69341934
CPB2,0.69341755
EDNRA,0.69341326
SNCG,0.69337124
ARID5A,0.6933498
PLCH1,0.69333166
AMY1C,0.6933193
NMT2,0.6932913
RIC8A,0.69328874
ZNF572,0.6932642
RAET1E,0.6932556
DCTN6,0.6932429
ACSM2B,0.6932282
MGAT4B,0.69318914
SLC25A10,0.693186
TUBGCP5,0.6931791
ARHGAP19,0.6931708
BCL2,0.6931688
CBR3,0.69316405
MAF,0.6931011
GOLGA3,0.69308233
ERCC1,0.693069
B3GNT4,0.69306564
B3GALT5,0.6930613
CANT1,0.69303906
SCYL3,0.69296896
DGKG,0.69296396
GKN2,0.692939
TM7SF2,0.6929316
TNRC6A,0.6929277
GABPB2,0.6929215
SLITRK5,0.69291294
KIR3DL1,0.6928651
ZFP57,0.6928589
HNRNPA0,0.69284976
TYR,0.6928276
SLC8A2,0.6928112
NPBWR1,0.69278735
NT5C3A,0.692765
CCR7,0.69271576
MXD1,0.69270754
ACAT1,0.6926898
FNTB,0.69268745
NDC80,0.6926846
CHST11,0.6926691
FOLR1,0.6926589
KRTAP5-1,0.69264996
AGL,0.69264716
IFT74,0.6926445
INPP5E,0.692623
ISOC2,0.692615
SPDYC,0.692599
SLC34A1,0.69258213
TOM1L1,0.69257945
KIF1B,0.6925409
MRPL49,0.6925249
GDNF,0.69252384
PRDM9,0.6925208
KCND2,0.6924964
AFF4,0.6924271
TOP1,0.6924237
RSAD2,0.69240683
GPR119,0.6923854
PRSS2,0.6923783
CDK8,0.6923716
HPR,0.69230914
CCDC85B,0.6923057
RAB22A,0.6922964
CHKB,0.6922767
ELOVL5,0.69223017
CHRNA7,0.6922123
TNK2,0.6922121
MRPS26,0.69218886
RNF125,0.69218636
PHF10,0.6921561
ZNF45,0.6921513
KRTAP19-3,0.6921414
ZNF467,0.69211125
CAVIN4,0.6921004
TPSAB1,0.69207776
ETNK1,0.6920743
IL31RA,0.6920509
MVK,0.69202685
MED23,0.69197506
KLHL7,0.6919455
EOGT,0.6919305
ALG8,0.6919048
IFNG,0.69190466
ACAA2,0.69189525
KRTAP19-4,0.6918881
B4GALT7,0.69188416
NUDT16,0.6918409
POLDIP3,0.69180644
MECP2,0.6917953
SRR,0.69176376
SLC37A4,0.6917619
TFAP2D,0.6917615
NIF3L1,0.69172925
GEMIN5,0.6916784
HOXD10,0.6916772
SSNA1,0.6916694
MS4A3,0.69166577
NKD2,0.69165087
CCDC113,0.6916487
SLC38A5,0.6916449
RBL2,0.6916422
PKNOX2,0.6916398
SET,0.6916215
TRAPPC3,0.6916036
GALE,0.6915958
MOCS3,0.6915909
IL15RA,0.691581
SLC10A1,0.69153136
FTSJ3,0.69150114
TPP2,0.69149673
CCNL1,0.69143695
RAMP3,0.69142115
NCR3,0.69141114
KIFC3,0.691395
SPR,0.69139
HACD1,0.69138354
TRPM2,0.6913759
INTS3,0.6913234
ZSCAN20,0.6913099
HAUS5,0.6912839
CHKA,0.6912837
COX7B,0.69127625
RGS20,0.69127417
RFXAP,0.6912569
SELENBP1,0.6912278
LYZ,0.6912149
CSGALNACT1,0.69121027
NME6,0.6912036
HSD17B14,0.69116783
ATP6V1H,0.6911451
GCLM,0.6910876
ADIPOR1,0.6910853
MKRN3,0.6910634
RHOU,0.6910481
PIGP,0.69101375
MNS1,0.69100666
BOLL,0.6909892
CEPT1,0.6909885
FBLL1,0.6909777
PIK3R5,0.6909418
BMP1,0.6909385
KCNN3,0.69093835
SLC26A1,0.6909298
NDST1,0.69092745
REPS2,0.69089687
TNFRSF1B,0.69089603
HS2ST1,0.6908833
IFNW1,0.6908795
CNPY3,0.6908724
KLHL11,0.69086814
ZNF835,0.6908633
NLK,0.6908323
KIF6,0.69081485
EPB41,0.6908014
MCL1,0.6907603
ZNF658,0.6907543
INCA1,0.69073004
PTP4A1,0.6907226
KCNE3,0.6906979
TMOD3,0.6906862
AGPAT1,0.69068015
ZBTB43,0.6906637
TERF2IP,0.6906619
CEP290,0.69062185
TERF1,0.6906208
KLHL20,0.6906111
FMC1,0.6905732
STIM1,0.6905111
SLC22A1,0.6904976
RBP1,0.6904789
TMEM179B,0.6904471
SLC29A2,0.69041693
IMMT,0.69039524
CETN3,0.6903941
GNG13,0.69038534
PLPP4,0.6903853
GALNT12,0.69037485
PXMP4,0.6903583
HOMER3,0.69034374
RELT,0.6902851
BNIP1,0.6902825
ELK1,0.69027174
MRGBP,0.6902535
MPL,0.69024867
SFTPC,0.69022477
AQP5,0.69020855
SLC51A,0.69020355
ACSBG1,0.69016457
RBBP6,0.6901604
STK38,0.69011235
TGOLN2,0.69010466
B9D2,0.6901013
TRIM63,0.6900827
MTA1,0.6900797
FLG,0.6900785
ZNF253,0.69006556
NTM,0.6900569
SH3GLB2,0.69000596
ACOX3,0.6899966
RBM19,0.68999135
DDX31,0.6899594
FBXO17,0.68995154
HBM,0.68994445
CLVS2,0.68994284
DPM3,0.68992746
LYZL1,0.68991923
FOXK2,0.6899078
ENTPD5,0.68988705
UQCR11,0.68988466
ST6GALNAC6,0.6898843
RP9,0.6898842
IL17F,0.6898834
QPRT,0.68988323
ZBTB47,0.6898767
SIPA1L3,0.6898472
ENDOD1,0.68983364
SVIL,0.6898316
TNFRSF6B,0.68982595
SRRM4,0.6897638
POGZ,0.6897487
PIGY,0.6897099
KLB,0.6897073
ALDH3A2,0.68968266
ME1,0.6896578
PAPOLG,0.6896362
FIG4,0.6896347
FOXE1,0.68961513
ACBD3,0.68960726
IMPDH1,0.68960714
CTU2,0.68959904
NDST2,0.68955123
EPO,0.6895508
SRRT,0.6895208
HIST1H1A,0.68951553
SCN5A,0.68951476
COG6,0.6894883
ZNF521,0.6894867
CS,0.6894804
HIRIP3,0.6894671
DDX52,0.6894491
FAM9B,0.6894355
RUFY2,0.68942034
PMM2,0.6893868
SOST,0.68938005
ELOVL7,0.68937826
TOP2B,0.689367
CHPF,0.6893484
TXNRD2,0.6892761
KIF2C,0.6892731
MED10,0.6892404
BOP1,0.6892394
PDE4B,0.6892254
DEGS1,0.68921936
PELI1,0.68920296
PTCD3,0.6891879
RBMXL2,0.6891753
HACL1,0.689162
PIGV,0.6891472
LGALS3BP,0.6891439
TRIM14,0.68914026
NAB2,0.6890912
CALML5,0.68909025
CA2,0.68904376
SLC9A3R1,0.68904227
MYZAP,0.68902135
B3GAT3,0.68902034
DRAM1,0.6890134
COQ9,0.689013
B3GALT1,0.68901193
SEC22B,0.688995
CHSY3,0.68898314
NAT8L,0.68896806
ZNF24,0.6889624
SAT1,0.688946
SUB1,0.68894017
MYL1,0.6889341
C2CD3,0.6889264
HMGA1,0.6889256
GDA,0.6889192
TBXA2R,0.6888776
CACNA1I,0.6888689
CDH17,0.68885815
ELF3,0.68882316
MYLK3,0.6887983
ST13,0.6887962
FOSL1,0.68879265
AES,0.6887727
EIF1,0.68875283
OPRD1,0.6887475
PIGK,0.68874204
GRPEL1,0.6887089
SLC15A3,0.688703
ZNF165,0.688696
AMHR2,0.6886908
DPT,0.68869007
GOT2,0.6886692
CCKAR,0.68863934
GAS2L2,0.6886376
HIST3H3,0.68862647
MGAM,0.6886028
IL33,0.6885165
AMY1A,0.6884975
ATOX1,0.68849516
CALCOCO2,0.6884904
NCAM1,0.6884553
BST1,0.6884169
ABCC5,0.688405
IL7,0.68835133
PKP3,0.6883237
SERPINE1,0.68830645
ASAP3,0.68830454
EI24,0.68828285
HAUS3,0.688241
NUDT19,0.6882304
ZNF319,0.6882304
ADCYAP1R1,0.68822664
HTR1D,0.6882137
ITK,0.6881859
MYOZ2,0.6881806
TPCN2,0.6881641
ZNF74,0.6881616
CBX5,0.68813944
SIRT5,0.6881262
ABCB6,0.6881125
RNF111,0.6880891
IDI1,0.6880802
ZBED1,0.68807936
PTP4A2,0.68807715
HCN1,0.6880652
PGBD1,0.68804574
C4A,0.6880225
AZIN2,0.6880173
MPDZ,0.6880166
SKI,0.6879554
SLC16A3,0.68792164
HSPA4,0.68791234
RPF1,0.687901
GPAA1,0.6878845
ZBTB8B,0.68788356
PON2,0.68786657
IL13,0.68785137
TMED2,0.6878404
NOTUM,0.68782556
SORL1,0.68778074
NUCB2,0.6877629
LHX3,0.6877382
FXYD2,0.6877327
MRPL33,0.6877289
GCLC,0.687721
CNTROB,0.6877042
EID3,0.6877041
MDH2,0.68769836
PKM,0.68769807
UTP14C,0.6876974
SLC12A7,0.6876886
OCLN,0.6876625
BNIP3,0.6876523
REN,0.6876422
ASS1,0.68760836
ZNRF2,0.6875839
HEMGN,0.6875733
ELOVL6,0.6875646
CASP14,0.6875615
EIF2S3,0.68755406
OR1D2,0.6875531
CD200R1,0.6875285
PTGER2,0.687525
COPS4,0.6874484
TCF20,0.68742573
TOMM40L,0.6874065
GLDC,0.68739736
MAP4K5,0.68736494
ABCA7,0.68736124
MUC16,0.68734264
CYTIP,0.68731445
ATF7IP,0.6872865
CD38,0.68727964
UTP3,0.6872751
PFDN2,0.68723416
RPIA,0.6871916
RPL22L1,0.68716323
LTBR,0.6871459
FABP7,0.68707883
SPRR3,0.6870698
E4F1,0.6870505
LPIN2,0.68703794
PPP1R3F,0.6870364
ABCC11,0.68703
ZKSCAN4,0.6870078
STH,0.6869868
PPIP5K1,0.68698263
FOXO1,0.68697953
FABP1,0.68694293
LIPC,0.68691725
KRT12,0.6869117
PLCD4,0.68689364
TERT,0.68688536
ADAMTS4,0.6868775
ICE2,0.68686956
SGCB,0.686854
ALG12,0.6868371
IQGAP2,0.6868369
NFIA,0.68676746
SP4,0.6867316
CA8,0.686728
APH1B,0.68672293
CST5,0.6867067
CENPO,0.6866948
COL26A1,0.686691
SPHK2,0.686687
POU6F2,0.6866733
SLC4A1,0.68664014
KRTAP23-1,0.6866264
SEC61B,0.6866206
AQP4,0.6866083
HTR1F,0.686607
MAPKAPK2,0.6865882
ASF1A,0.68657887
DLGAP4,0.6865519
KAZN,0.68653053
SNCB,0.6864866
SPANXA2,0.6864804
ADAMTS1,0.6864214
RAMP2,0.6864028
POMT2,0.6863875
SPANXA1,0.68637025
TDO2,0.6863601
TMEM50A,0.6863494
CKAP5,0.68634504
FAT1,0.68629766
AURKAIP1,0.6862649
PEX2,0.68625826
SCARB2,0.68625474
ABCB7,0.6862525
MRPL48,0.6862309
HTRA1,0.6862306
APOL1,0.68621945
TOM1,0.68621105
ZNF652,0.68619573
GBP5,0.686186
RAD18,0.68616116
ABCG1,0.68615484
WDYHV1,0.68613994
ZNF267,0.6861162
LAS1L,0.6860981
MBNL1,0.68606806
GART,0.6860614
FBXW5,0.6860298
TNRC6B,0.68601817
FYCO1,0.68601775
MEIS2,0.68600243
PRDM7,0.68600166
ZGPAT,0.6860002
FBN3,0.68599975
DPF1,0.68599623
NT5C1B,0.68598455
OXTR,0.6859734
MED26,0.6859552
PELP1,0.6859548
SLC22A3,0.6859345
CTSB,0.68591785
ITGB3BP,0.6859106
FABP4,0.6858973
FOXI2,0.68586814
RPS6KA5,0.6858632
SMC4,0.6858467
CDS1,0.68582386
TMPRSS5,0.685799
CCS,0.6857916
HLCS,0.6857487
NOL10,0.68571365
TJP3,0.6857042
NSA2,0.68570346
UROD,0.68570244
HBP1,0.6856779
NID1,0.68567455
SERPINA3,0.68567437
DEPDC1,0.685667
F2RL1,0.6856598
SFI1,0.6856545
ADAMTS2,0.6856464
CALCA,0.6856415
SLC7A7,0.6856336
CNGB3,0.685631
PIGR,0.6856266
KLK5,0.6856227
KRT7,0.68561006
PGAP1,0.6855981
TH,0.6855806
AKR1B1,0.6855676
KIF13B,0.68554926
NPC2,0.68554896
THAP7,0.68553305
SPINT1,0.68547213
C1RL,0.68546385
PEX13,0.68545914
IL11,0.6854298
CENPT,0.6854102
TRAPPC6A,0.6853273
PER2,0.68532
LIF,0.68529314
ZSCAN23,0.68528867
SPEN,0.68528473
SGMS2,0.6852821
TIMM13,0.6852581
GATA2,0.6852521
EVPL,0.68523264
KHSRP,0.6851983
UCP1,0.6851916
CLEC6A,0.68518543
PIGF,0.6851761
MARVELD2,0.68514603
HHIP,0.68514335
ABCA4,0.6851388
HJV,0.68511736
LSG1,0.6851041
DYNLT3,0.685089
SYCE1,0.685034
SERPINB12,0.68502706
ABCF1,0.68501806
POU1F1,0.6850061
SUMO3,0.6849817
SIPA1L1,0.6849498
MADCAM1,0.684917
CLDN5,0.684909
ZBTB48,0.6848976
NCAPH,0.684894
MYH2,0.68489397
COA6,0.68488646
CRB3,0.6848487
PLA2G4F,0.6848294
ZFP64,0.6847962
TRIM69,0.68478173
KATNA1,0.68475664
GEMIN7,0.68473196
ACE,0.6847297
HIGD1C,0.68471324
NIN,0.68467236
JMJD6,0.68464184
ZNF443,0.68461144
DUSP23,0.68457425
PLTP,0.68453586
MGLL,0.6845355
BARHL2,0.6845245
GNAT3,0.6845231
EXOC8,0.68452233
SASS6,0.68451786
PIGM,0.68451226
HS3ST3B1,0.68450564
NUB1,0.6844977
CCDC50,0.68448085
MRPL40,0.6844686
RNF8,0.68445367
IL22RA1,0.68443274
NEU3,0.6844219
ACTG2,0.6844169
FBXW4,0.68441164
PYGL,0.68436927
SCML1,0.6843599
STK24,0.68434733
ETFRF1,0.6843394
PIANP,0.6843146
PKD1,0.68430877
AGPAT5,0.684303
GLIS2,0.6842942
GPT2,0.68428516
CCNC,0.68428326
DLC1,0.68427134
GEMIN4,0.68426484
FUT3,0.684258
COX16,0.6842487
CLDN3,0.6842369
LYPLA2,0.68419695
LCORL,0.6841902
SMC1B,0.68412876
GSC2,0.68411326
F13B,0.68411136
NOX4,0.68406427
PIGH,0.6840548
SLC26A2,0.6840455
RO60,0.6840323
PTGES2,0.68397474
RBM14,0.6839728
TPRN,0.68393725
BAP1,0.6839322
DHH,0.6839127
CYP26A1,0.6839113
GALNT4,0.6839
NUF2,0.683862
TGIF2LY,0.6838592
MCAT,0.68385476
CHST12,0.68382275
GP9,0.683812
MED21,0.6838078
FOXL2,0.683771
TUBA4B,0.68374646
IGFBP3,0.68374175
FOLH1,0.6837237
MRPS25,0.68370146
PPP2R1B,0.6836957
POMGNT2,0.6836674
SQOR,0.68365854
GNPTAB,0.68364525
ZNF625,0.6836419
ATP6V0E1,0.6836354
KLF1,0.6836195
USP4,0.6836156
MYO1G,0.68360186
LRRK1,0.6835725
SLC26A9,0.68355197
ZNF497,0.68355155
SPRR1A,0.6834713
ZKSCAN1,0.6834574
CD6,0.68344057
DNAJB5,0.6834283
PDE4DIP,0.6834108
AANAT,0.6834067
ZNF524,0.6834008
PILRB,0.68336177
CSGALNACT2,0.6833565
ICA1,0.6833226
GSTT1,0.6832676
CTSA,0.6832427
SLC26A3,0.68322766
SPAG5,0.68321776
ABCC8,0.68319416
FCAR,0.68318546
KCTD10,0.683175
KCNJ2,0.68314457
TOMM6,0.68314266
CHRM3,0.6831426
FOXRED2,0.6831353
RETREG3,0.68313426
NIPAL4,0.6831292
ANKS1B,0.68311805
RAMP1,0.6831028
MORF4L1,0.68306506
TRAPPC2L,0.68305147
KIF1C,0.683036
PUM3,0.68301475
ABCD2,0.6829912
SLPI,0.682989
EIF2AK4,0.6829766
CCAR2,0.68297356
PRUNE1,0.68294144
NIPSNAP1,0.68293995
PPFIA1,0.682903
ZPR1,0.68289846
GAB2,0.6828558
RASA2,0.68285394
PKP4,0.6828433
PIGU,0.682824
TKTL2,0.68280876
SUPT16H,0.68279624
NPPC,0.6827705
FMR1,0.6827674
SETMAR,0.6827544
IDS,0.68274546
POMT1,0.68274546
REG1B,0.68273795
DISP1,0.6827365
CHCHD2,0.6827234
BGLAP,0.68270415
IFT88,0.68269217
DHPS,0.6826699
PPP1R12C,0.68265504
SYN2,0.68265164
HDGF,0.68264735
SIM1,0.68262076
FUBP1,0.68260527
BACH1,0.682594
